index,class,predicted_prob
77.0,1.0,0.7449341962644199
78.0,0.0,0.209775946671734
79.0,1.0,0.6362108084830196
80.0,0.0,0.4474390816486313
81.0,0.0,0.500539083464682
82.0,0.0,0.3184551957458156
83.0,1.0,0.44402436965123726
84.0,1.0,0.9895649240732765
85.0,0.0,0.5696050069253557
86.0,1.0,0.620893528643556
87.0,0.0,0.2130268558497843
88.0,1.0,0.8017187940378839
89.0,1.0,0.981358448555693
90.0,0.0,0.269452527549257
91.0,0.0,0.6149944185622067
92.0,0.0,0.33488968785294215
93.0,1.0,0.669714141589467
94.0,0.0,0.7127205768500132
95.0,1.0,0.7246034111312589
96.0,1.0,0.7352058072237586
97.0,0.0,0.3599656072410398
98.0,0.0,0.2535941611978607
99.0,0.0,0.20961024196000394
100.0,0.0,0.00960238510742784
101.0,0.0,0.7453402826189323
102.0,0.0,0.19511397814766734
103.0,0.0,0.6469833802544869
104.0,1.0,0.4759704063085589
105.0,1.0,0.9485965354335566
106.0,0.0,0.35011184588306515
107.0,0.0,0.2020224440268055
108.0,1.0,0.5482213072035764
109.0,1.0,0.5347672854193364
110.0,1.0,0.6564245492581984
111.0,1.0,0.5609272254517428
112.0,1.0,0.7381999914388652
113.0,0.0,0.9211454742013856
114.0,0.0,0.3088514895809745
115.0,1.0,0.8490235265126818
116.0,1.0,0.8324706135863125
117.0,0.0,0.043603391558298225
118.0,1.0,0.5148256874588512
119.0,0.0,0.5665128323352357
120.0,0.0,0.49454588403183947
121.0,1.0,0.9333682796463264
122.0,0.0,0.3041729784256033
123.0,0.0,0.2785326411318863
124.0,0.0,0.35054260432308626
125.0,0.0,0.0350926343817264
126.0,0.0,0.15315846634266653
127.0,1.0,0.5486186307253871
128.0,0.0,0.0054105143213368095
129.0,0.0,0.46261262774521417
130.0,0.0,0.42897379058736906
131.0,1.0,0.46988353111005815
132.0,1.0,0.7261322923261697
133.0,0.0,0.14514364648976436
134.0,0.0,0.05092852286707672
135.0,1.0,0.6044602081903873
136.0,0.0,0.03363716234958683
137.0,1.0,0.892319749716457
138.0,1.0,0.4946412983443328
139.0,1.0,0.47433678275971514
140.0,0.0,0.1075243006341991
141.0,0.0,0.11653618181620634
142.0,1.0,0.4569041366638248
143.0,0.0,0.7136446309029532
144.0,1.0,0.5767754130993562
145.0,0.0,0.506326454380963
146.0,1.0,0.5058055872532
147.0,1.0,0.6852287918054198
148.0,0.0,0.21557032426790368
149.0,0.0,0.34390345427305963
150.0,1.0,0.488728819782673
151.0,0.0,0.10144292861662473
152.0,1.0,0.5951238135925938
153.0,0.0,0.17323349209794162
154.0,1.0,0.8315515595713929
155.0,0.0,0.3891686667607108
156.0,1.0,0.9318580743353532
157.0,1.0,0.7550101735136185
158.0,1.0,0.6751202966255768
159.0,0.0,0.07665750892573801
160.0,0.0,0.145098416770284
161.0,1.0,0.9246748007031327
162.0,1.0,0.5642684328240496
163.0,0.0,0.531921486593095
164.0,1.0,0.9432862173750257
165.0,0.0,0.3572611104306136
166.0,1.0,0.8465351115193337
167.0,0.0,0.5918985753055893
168.0,1.0,0.3858628851653612
169.0,0.0,0.4065039260102976
170.0,0.0,0.9009461907345351
171.0,1.0,0.3908119975962746
172.0,1.0,0.27434762495205733
173.0,0.0,0.24489581415986258
174.0,0.0,0.229834432520993
175.0,1.0,0.837331660969358
176.0,0.0,0.47875850316094337
177.0,1.0,0.6432727675529383
178.0,0.0,0.00680104167012241
179.0,0.0,0.5577920609072708
180.0,1.0,0.19713687016523498
181.0,1.0,0.8588637254406618
182.0,0.0,0.2613367870307135
183.0,0.0,0.5637508834911722
184.0,1.0,0.47514797925077573
185.0,1.0,0.6093824780596725
186.0,1.0,0.9383914193684572
187.0,1.0,0.6141476507565679
188.0,1.0,0.5819854995343157
189.0,1.0,0.3591815447088271
190.0,0.0,0.4063886258211497
191.0,1.0,0.8636858227026833
192.0,0.0,0.08227030425915104
193.0,0.0,0.028091672443366078
194.0,0.0,0.05422066011965214
195.0,1.0,0.750569605768398
196.0,1.0,0.9323717819847485
197.0,1.0,0.6817207038158624
198.0,1.0,0.6458324141690717
199.0,0.0,0.19674268039501439
200.0,0.0,0.1550995324797285
201.0,0.0,0.15735717938838623
202.0,1.0,0.7545578500983352
203.0,0.0,0.0157441447488964
204.0,1.0,0.9681717349619741
205.0,0.0,0.21084151058363243
206.0,0.0,0.28071634961211944
207.0,1.0,0.6574669932465145
208.0,0.0,0.2512247069549335
209.0,0.0,0.35700405508469846
210.0,1.0,0.6583384159523653
211.0,1.0,0.8015132875281743
212.0,1.0,0.39201962952285696
213.0,0.0,0.505198831117695
214.0,0.0,0.5412580005948753
215.0,0.0,0.3120536726374027
216.0,0.0,0.0210159549023956
217.0,0.0,0.0545979008789729
218.0,1.0,0.6220348187101842
219.0,1.0,0.7701935775081302
220.0,1.0,0.6360694664947751
221.0,0.0,0.13527058694576996
222.0,1.0,0.6236079267503506
223.0,0.0,0.23386106113280844
224.0,1.0,0.7948080373098202
225.0,1.0,0.6152274937398627
226.0,1.0,0.993522152462799
227.0,0.0,0.15190804312663347
228.0,1.0,0.669270783305126
229.0,1.0,0.4079742327778241
230.0,1.0,0.5053944356721051
231.0,0.0,0.37947571533165775
232.0,1.0,0.6496752093598391
233.0,0.0,0.39699881195236053
234.0,1.0,0.975683478079736
235.0,0.0,0.3812025823128484
236.0,1.0,0.9156043613590786
237.0,1.0,0.6082187822283663
238.0,0.0,0.0177811363711953
239.0,0.0,0.07509575330753832
240.0,1.0,0.8890649272417077
241.0,0.0,0.029879895360799782
242.0,0.0,0.42431032168150823
243.0,0.0,0.06432216686684761
244.0,1.0,0.9585682868995069
245.0,1.0,0.7008717670747351
246.0,1.0,0.7624094327302912
247.0,1.0,0.8853145557893214
248.0,0.0,0.3529693465422895
249.0,1.0,0.49184401819661033
250.0,0.0,0.5284163411982272
251.0,0.0,0.05435428702904117
252.0,1.0,0.7762616217086783
253.0,0.0,0.5624347422975662
254.0,0.0,0.09338998830545339
255.0,1.0,0.8857916793541778
256.0,1.0,0.8606325082019571
257.0,1.0,0.8277721118132606
258.0,0.0,0.5827425237382323
259.0,1.0,0.7594944630838826
260.0,1.0,0.8246150859913333
261.0,0.0,0.4488712606678702
262.0,1.0,0.6567275787163916
263.0,0.0,0.3487120977079289
264.0,0.0,0.07113466741309557
265.0,1.0,0.4500990622677662
266.0,0.0,0.4542120826457242
267.0,0.0,0.01379366425210575
268.0,1.0,0.9392576344169971
269.0,0.0,0.2260701494867307
270.0,1.0,0.9929504539744906
271.0,1.0,0.7313039087902226
272.0,1.0,0.8361785297304312
273.0,1.0,0.775186799221092
274.0,1.0,0.8964853946153163
275.0,1.0,0.6559197066173902
276.0,0.0,0.03730503682562291
277.0,0.0,0.38825247652949796
278.0,0.0,0.2565865819993844
279.0,1.0,0.8868770875536254
280.0,0.0,0.25720362970868005
281.0,1.0,0.5818274980147923
282.0,1.0,0.48229591776241665
283.0,1.0,0.5247315663731077
284.0,0.0,0.08254506642558687
285.0,0.0,0.32973628321493126
286.0,1.0,0.7827519731434476
287.0,1.0,0.8630325561202167
288.0,0.0,0.4847321800765414
289.0,1.0,0.628964293492114
290.0,1.0,0.6306693140059036
291.0,1.0,0.6354615956739583
292.0,1.0,0.565898473672995
293.0,1.0,0.8782905411023825
294.0,0.0,0.5191482405179716
295.0,1.0,0.7547738899784983
296.0,1.0,0.3467055846489151
297.0,1.0,0.8129372969792649
298.0,1.0,0.829000594571726
299.0,1.0,0.7287292708509947
300.0,0.0,0.14545698238210558
301.0,1.0,0.641446562184956
302.0,0.0,0.22270954536424115
303.0,0.0,0.3104968356527717
304.0,1.0,0.7102516110686894
305.0,0.0,0.007013708498337656
306.0,0.0,0.3325287989520521
307.0,0.0,0.35174693293657844
308.0,1.0,0.9475231972294093
309.0,0.0,0.21118927373876012
310.0,0.0,0.3880047225645118
311.0,1.0,0.6114343643577045
312.0,0.0,0.16624943053160868
313.0,1.0,0.9919341493397951
314.0,1.0,0.5137144423802082
315.0,0.0,0.4524717513413202
316.0,0.0,0.5441752035103842
317.0,0.0,0.15114165227815363
318.0,0.0,0.1637756704425582
319.0,0.0,0.2712747194675805
320.0,1.0,0.6682940940614609
321.0,0.0,0.06804725587290783
322.0,1.0,0.7748790320426188
323.0,1.0,0.5788243476971939
324.0,0.0,0.10935400133299125
325.0,0.0,0.540836761262612
326.0,0.0,0.10331230574778157
327.0,0.0,0.5805395524573245
328.0,0.0,0.9714288804786623
329.0,1.0,0.4692911619033664
330.0,0.0,0.0298868486657739
331.0,0.0,0.3114971226450536
332.0,1.0,0.8206320338953846
333.0,0.0,0.029281328575950408
334.0,1.0,0.7706679767442205
335.0,0.0,0.25161455405900934
336.0,0.0,0.5132763902604709
337.0,0.0,0.007642564365836248
338.0,1.0,0.9884070896879205
339.0,0.0,0.48345068302149635
340.0,1.0,0.981358448555693
341.0,0.0,0.021742677142839867
342.0,0.0,0.36909109093875836
343.0,1.0,0.40186948912070924
344.0,1.0,0.7079861874147771
345.0,1.0,0.06675472640174988
346.0,0.0,0.16615698766399192
347.0,0.0,0.17623548314534077
348.0,0.0,0.4452485834239776
349.0,1.0,0.7202999858882067
350.0,1.0,0.8372699293972841
351.0,0.0,0.265794228689227
352.0,1.0,0.6807569192570057
353.0,0.0,0.4949440037508057
354.0,0.0,0.533241751131951
355.0,0.0,0.31127096007562427
356.0,0.0,0.09738915391509462
357.0,1.0,0.4396700031895117
358.0,0.0,0.4863576410679874
359.0,1.0,0.9859290263646133
360.0,1.0,0.9963979206860514
361.0,0.0,0.2987385000020519
362.0,1.0,0.47849184199562184
363.0,1.0,0.6562129028475325
364.0,0.0,0.1474814996536928
365.0,0.0,0.4832555180276258
366.0,1.0,0.9770270059279947
367.0,0.0,0.13350792293043368
368.0,0.0,0.5721593153380173
369.0,1.0,0.5042057090804924
370.0,0.0,0.15560625303463618
371.0,1.0,0.6584357856475763
372.0,1.0,0.6643870499168166
373.0,1.0,0.5732546311882378
374.0,0.0,0.11531508421299694
375.0,1.0,0.6817469040510197
376.0,0.0,0.8176480624125155
377.0,0.0,0.24221510570398552
378.0,1.0,0.6068785646209671
379.0,1.0,0.561921737119294
380.0,1.0,0.33219192224351585
381.0,1.0,0.5267392729333532
382.0,0.0,0.2700334808197943
383.0,1.0,0.6403412048893641
384.0,1.0,0.8756243470347183
385.0,1.0,0.39928487947807084
386.0,0.0,0.4360680393795521
387.0,0.0,0.4613668029228465
388.0,1.0,0.7403561839145745
389.0,0.0,0.1190468076116144
390.0,1.0,0.9676412710919979
391.0,0.0,0.29645085619322964
392.0,0.0,0.10877077774769346
393.0,0.0,0.4540270737095186
394.0,0.0,0.5320247741790282
395.0,1.0,0.9657839604380419
396.0,1.0,0.7878685456958706
397.0,1.0,0.8381551821406127
398.0,0.0,0.27482757074980185
399.0,0.0,0.1441871728439086
400.0,1.0,0.5635558095235755
401.0,0.0,0.3256048811273707
402.0,1.0,0.1271724512246842
403.0,1.0,0.6629240348940235
404.0,1.0,0.7631153646903397
405.0,1.0,0.8632248278637165
406.0,0.0,0.11952656580694428
407.0,1.0,0.9765040785694202
408.0,0.0,0.10483899554923037
409.0,1.0,0.5576200916067517
410.0,0.0,0.026113166105367992
411.0,1.0,0.6261127314968845
412.0,0.0,0.3332635490265081
413.0,1.0,0.9725778604391959
414.0,0.0,0.4146710221040296
415.0,0.0,0.5784772377223468
416.0,1.0,0.7988018262014581
417.0,1.0,0.8091404511518537
418.0,1.0,0.804490335580609
419.0,1.0,0.5025926059427048
420.0,0.0,0.5749014782000723
421.0,0.0,0.5284172388261753
422.0,1.0,0.9133553070182697
423.0,1.0,0.9934538990259171
424.0,1.0,0.46585533696721426
425.0,1.0,0.8054760382569135
426.0,1.0,0.6903748545997171
427.0,0.0,0.4531207871274835
428.0,1.0,0.6913466737398637
429.0,1.0,0.5869812829233789
430.0,1.0,0.6343979810299508
431.0,0.0,0.5148724507917685
432.0,1.0,0.8319806781285799
433.0,0.0,0.2637878391185593
434.0,0.0,0.0350926343817264
435.0,1.0,0.8814092491602243
436.0,0.0,0.00543326251208782
437.0,0.0,0.5470401144403859
438.0,1.0,0.5956758409160376
439.0,0.0,0.1795457568720501
440.0,0.0,0.44764462756178725
441.0,0.0,0.46453692477417324
442.0,0.0,0.22968177271929682
443.0,0.0,0.007706628274172541
444.0,0.0,0.3641667816125833
445.0,1.0,0.8848129357351346
446.0,1.0,0.9275502465276605
447.0,1.0,0.4859304418569518
448.0,0.0,0.5703117453561375
449.0,0.0,0.5727942917078925
450.0,1.0,0.49171756394870514
451.0,0.0,0.4804905804471875
452.0,0.0,0.5060879839398567
453.0,0.0,0.4765418725325454
454.0,1.0,0.6048786764066342
455.0,0.0,0.0190036227426461
456.0,1.0,0.791163585668774
457.0,1.0,0.7040537421681868
458.0,1.0,0.5364234410204229
459.0,0.0,0.14836008769810588
460.0,1.0,0.3885183921115207
461.0,1.0,0.8670889889133041
462.0,1.0,0.9371862693668138
463.0,0.0,0.10340290465175485
464.0,0.0,0.009534076089039441
465.0,0.0,0.3569641556970289
466.0,0.0,0.11474080951246608
467.0,1.0,0.6483145526447461
468.0,1.0,0.9390626734385268
469.0,1.0,0.8382136161579872
470.0,0.0,0.37277995414726334
471.0,0.0,0.19954705985631796
472.0,1.0,0.5545521587032218
473.0,0.0,0.8480282439319026
474.0,0.0,0.8377278625191349
475.0,1.0,0.8861348092236518
476.0,0.0,0.03748345612104306
477.0,1.0,0.5394299453525379
478.0,1.0,0.989431918226182
479.0,1.0,0.4836808264024036
480.0,0.0,0.5808319874865642
481.0,0.0,0.09107993283169045
482.0,1.0,0.723357923838417
483.0,0.0,0.27036481037974547
484.0,0.0,0.22598955263517267
485.0,1.0,0.789010765748358
486.0,1.0,0.7074044479717313
487.0,1.0,0.7470415216328044
488.0,1.0,0.679464760572233
489.0,1.0,0.36217674900672503
490.0,0.0,0.0177811363711953
491.0,1.0,0.8037408907264615
492.0,1.0,0.8560439166875179
493.0,0.0,0.29768265575489966
494.0,1.0,0.6548842603848377
495.0,1.0,0.690182566348049
496.0,1.0,0.6526554499135429
497.0,1.0,0.7159949432103869
498.0,1.0,0.5850744766816746
499.0,0.0,0.252725535556889
500.0,0.0,0.08903012231416017
501.0,0.0,0.9054203011377749
502.0,0.0,0.2708504313532109
503.0,1.0,0.980378542188555
504.0,0.0,0.4607012712636577
505.0,0.0,0.5527501645391106
506.0,1.0,0.9283889738010805
507.0,0.0,0.3995327272248273
508.0,0.0,0.0667190040461719
509.0,0.0,0.26597799341448347
510.0,0.0,0.48912596026891997
511.0,0.0,0.18465288404301936
512.0,0.0,0.3171903853477838
513.0,0.0,0.43000710848735146
514.0,0.0,0.11492011131823693
515.0,1.0,0.5738844444114888
516.0,0.0,0.22049044155677172
517.0,0.0,0.0223066512262449
518.0,0.0,0.6308890624202587
519.0,1.0,0.1989667783051461
520.0,0.0,0.35805216995064637
521.0,0.0,0.38116052800945405
522.0,1.0,0.16203061557129658
523.0,1.0,0.84916337234935
524.0,0.0,0.5186416719849843
525.0,0.0,0.041290516506245864
526.0,1.0,0.43207980781975325
527.0,0.0,0.3003339159557515
528.0,1.0,0.8071419788868721
529.0,1.0,0.9005451219978634
530.0,0.0,0.21206255739018548
531.0,0.0,0.5914344204327942
532.0,1.0,0.558221381210417
533.0,1.0,0.4629468248309118
534.0,0.0,0.48661498225569383
535.0,0.0,0.375201214715372
536.0,1.0,0.4948613613822894
537.0,0.0,0.41942648442963804
538.0,1.0,0.8387672482611693
539.0,0.0,0.5319179757230058
540.0,0.0,0.23768093434627866
541.0,0.0,0.2360198531241011
542.0,1.0,0.7436537789915717
543.0,1.0,0.7701308823682969
544.0,1.0,0.8699011754968623
545.0,1.0,0.6789271091983895
546.0,0.0,0.5828513367442973
547.0,1.0,0.47723628912524696
548.0,0.0,0.024558744137363468
549.0,0.0,0.533946851201877
550.0,0.0,0.18544042325565513
551.0,0.0,0.10658984177395212
552.0,0.0,0.46718961595948205
553.0,1.0,0.9757501094283372
554.0,0.0,0.45241907824074157
555.0,0.0,0.07044498846501072
556.0,1.0,0.6231616192027305
557.0,0.0,0.5964417617521786
558.0,1.0,0.42030901072758975
559.0,0.0,0.290571083276196
560.0,1.0,0.7756468190477088
561.0,0.0,0.4825435087558797
562.0,1.0,0.8361537502474867
563.0,0.0,0.629067785144915
564.0,0.0,0.2512820367028516
565.0,0.0,0.1789972424990294
566.0,1.0,0.6821382296943136
567.0,0.0,0.14652048935124004
568.0,0.0,0.3589782043199934
569.0,0.0,0.09228587275657088
570.0,1.0,0.5928915732935486
571.0,0.0,0.0793076261302977
572.0,0.0,0.4001316532782586
573.0,0.0,0.6397070018520928
574.0,1.0,0.7053514679089243
575.0,1.0,0.9445285974365316
576.0,0.0,0.41430723060731456
577.0,1.0,0.6197787383433406
578.0,0.0,0.5433443883884209
579.0,1.0,0.6558459538356478
580.0,1.0,0.4558666543182713
581.0,0.0,0.25941318292637466
582.0,1.0,0.5795683152400506
583.0,1.0,0.4863595914706491
584.0,1.0,0.844606175344828
585.0,1.0,0.7107808174193845
586.0,1.0,0.601939586031813
587.0,1.0,0.6806852499476431
588.0,1.0,0.7408807553061169
589.0,0.0,0.39033545322595153
590.0,0.0,0.1379088264269503
591.0,0.0,0.3835283973421635
592.0,1.0,0.8291300258829073
593.0,0.0,0.4463334405221995
594.0,1.0,0.8683996923343275
595.0,0.0,0.09264062912586823
596.0,0.0,0.5475041487734138
597.0,1.0,0.6246372152363427
598.0,1.0,0.4675565849603173
599.0,0.0,0.007706628274172541
600.0,0.0,0.6176943068465082
601.0,1.0,0.9635698774366565
602.0,0.0,0.5783503677895043
603.0,0.0,0.09263705179793127
604.0,0.0,0.0168495773803443
605.0,1.0,0.4848430789844502
606.0,1.0,0.6527776051422758
607.0,0.0,0.5411233195316681
608.0,0.0,0.6443060917363824
609.0,1.0,0.6804654867548053
610.0,0.0,0.5242468174570862
611.0,1.0,0.4278647142395941
612.0,1.0,0.03407678279915595
613.0,0.0,0.309478743594903
614.0,0.0,0.5779110311817036
615.0,0.0,0.09464351296370782
616.0,1.0,0.59824365259513
617.0,0.0,0.3485998732084954
618.0,0.0,0.2803190996123355
619.0,0.0,0.40793091961952027
620.0,0.0,0.47981828714377467
621.0,1.0,0.6981473045432981
622.0,0.0,0.22828780485094624
623.0,1.0,0.5264777752152032
624.0,1.0,0.7002397036554833
625.0,1.0,0.6426366763535026
626.0,0.0,0.21973126244678468
627.0,0.0,0.338435671483884
628.0,0.0,0.3388938445235037
629.0,0.0,0.5607585785391334
630.0,0.0,0.3743261072011652
631.0,0.0,0.3519327690939348
632.0,0.0,0.5296952171579419
633.0,1.0,0.9021000690508768
634.0,1.0,0.4726540142610513
635.0,1.0,0.1662300106983963
636.0,1.0,0.5043549951640821
637.0,1.0,0.34313245449290203
638.0,0.0,0.23286749350681368
639.0,0.0,0.44682769988663196
640.0,0.0,0.0683828676036839
641.0,0.0,0.26824752243400096
642.0,0.0,0.15197816605768047
643.0,0.0,0.3120394285561884
644.0,1.0,0.9893345792061797
645.0,0.0,0.06568378389746665
646.0,0.0,0.2980823758520219
647.0,0.0,0.24446347826503637
648.0,0.0,0.2516782191413205
649.0,0.0,0.9877806224666558
650.0,0.0,0.4446111952304438
651.0,0.0,0.5545304646155521
652.0,0.0,0.23579280814290068
653.0,0.0,0.3529202877951969
654.0,0.0,0.1489428234336902
655.0,1.0,0.533067243390435
656.0,1.0,0.5681832549579616
657.0,1.0,0.48573910956366273
658.0,0.0,0.23281132874406069
659.0,0.0,0.5807400656723601
660.0,0.0,0.6167237999597124
661.0,1.0,0.933400795979641
662.0,0.0,0.3057147549870981
663.0,0.0,0.5329134218209028
664.0,0.0,0.33120219825598735
665.0,0.0,0.5613226810632783
666.0,1.0,0.5745930809635321
667.0,0.0,0.2663943280715143
668.0,0.0,0.1504993901368204
669.0,0.0,0.513803423347058
670.0,0.0,0.5721604431338514
671.0,0.0,0.3893985526099504
672.0,0.0,0.3846275159825495
673.0,1.0,0.5530137943065666
674.0,0.0,0.009534076089039441
675.0,0.0,0.5601522916888422
676.0,1.0,0.41581074710895577
677.0,0.0,0.5583290195228717
678.0,0.0,0.20840804737391447
679.0,1.0,0.9504014908165617
680.0,0.0,0.4694800038726746
681.0,1.0,0.3927172879599381
682.0,1.0,0.6392197539122979
683.0,1.0,0.764651105103991
684.0,1.0,0.9294889179693264
685.0,1.0,0.683296851968121
686.0,1.0,0.8794351174680336
687.0,0.0,0.6504849496570403
688.0,0.0,0.6565413150964999
689.0,0.0,0.29130988547308895
690.0,1.0,0.8312549875287858
691.0,1.0,0.6579870833283693
692.0,1.0,0.6998321277749234
693.0,0.0,0.030141443957988998
694.0,0.0,0.5565282757628667
695.0,0.0,0.0387132751755416
696.0,1.0,0.8177434620804879
697.0,0.0,0.5459019387365885
698.0,1.0,0.3990708858855919
699.0,0.0,0.3333510147467869
700.0,1.0,0.7599031020101897
701.0,1.0,0.6109034404862546
702.0,1.0,0.47740907812834
703.0,1.0,0.6420004784928556
704.0,1.0,0.6280431566386842
705.0,1.0,0.7293449653614597
706.0,0.0,0.3377270765403821
707.0,1.0,0.6455760364776464
708.0,1.0,0.671361614436543
709.0,1.0,0.6576108007409445
710.0,0.0,0.20941183329189267
711.0,0.0,0.9507307929644642
712.0,1.0,0.3868818232431147
713.0,1.0,0.5579094395075171
714.0,0.0,0.00543326251208782
715.0,1.0,0.9394495154870441
716.0,1.0,0.5608319738468637
717.0,1.0,0.5719929935133528
718.0,1.0,0.981358448555693
719.0,1.0,0.0879363893764094
720.0,0.0,0.5289283946303739
721.0,0.0,0.23075011549746915
722.0,0.0,0.0379086930770427
723.0,0.0,0.9103864941199082
724.0,0.0,0.46673480089467506
725.0,0.0,0.15995139398829034
726.0,1.0,0.5002397606043785
727.0,0.0,0.961805751663633
728.0,1.0,0.7721127971428803
729.0,1.0,0.4543005797270553
730.0,1.0,0.8642269477456269
731.0,1.0,0.7655552676774483
732.0,0.0,0.5086830226666876
733.0,1.0,0.8376928200428535
734.0,0.0,0.43573422198364853
735.0,0.0,0.14407248084499732
736.0,0.0,0.503220290754951
737.0,0.0,0.3604855298871766
738.0,1.0,0.683482997904291
739.0,0.0,0.6030195522988683
740.0,0.0,0.0642000673303125
741.0,0.0,0.5657592388636088
742.0,0.0,0.5675980830109192
743.0,0.0,0.2900975384330867
744.0,1.0,0.42628619199313084
745.0,0.0,0.0177811363711953
746.0,1.0,0.4072068723229098
747.0,1.0,0.36977602979075597
748.0,1.0,0.5421468785511891
749.0,0.0,0.061509715195853194
750.0,1.0,0.7102827366754471
751.0,0.0,0.5148429660227394
752.0,1.0,0.6498511903564904
753.0,0.0,0.002741150510087595
754.0,0.0,0.5390996416664849
755.0,0.0,0.31997340048483086
756.0,1.0,0.9253749934421056
757.0,1.0,0.8394672600858231
758.0,1.0,0.9175519716959095
759.0,0.0,0.56692644865862
760.0,1.0,0.5036197589682043
761.0,0.0,0.513121550406569
762.0,0.0,0.6433469214314577
763.0,0.0,0.14051136469498843
764.0,1.0,0.8285169916745244
765.0,1.0,0.8825064626635295
766.0,0.0,0.41518090825829507
767.0,1.0,0.4635030721001784
768.0,0.0,0.2516535864566512
769.0,0.0,0.08610502645040846
770.0,0.0,0.24981174961942154
771.0,1.0,0.7641254531275167
772.0,0.0,0.45571266810375244
773.0,1.0,0.8203263535271411
774.0,0.0,0.3375193814296356
775.0,1.0,0.7424987752339888
776.0,0.0,0.39624572527467455
777.0,0.0,0.4724098868513214
778.0,0.0,0.5444365612628723
779.0,1.0,0.6920171232308568
780.0,0.0,0.47025102985071576
781.0,0.0,0.4982153437317215
782.0,1.0,0.8184941768445607
783.0,0.0,0.317218841905751
784.0,0.0,0.33109640205414276
785.0,1.0,0.9124070466498249
786.0,1.0,0.5446463046748423
787.0,0.0,0.016600161482083417
788.0,1.0,0.680717715407553
789.0,0.0,0.00960238510742784
790.0,1.0,0.7414476411988602
791.0,1.0,0.9498118356014884
792.0,0.0,0.3467409726774322
793.0,1.0,0.9394690150113925
794.0,1.0,0.6391376421748152
795.0,1.0,0.5402541220282113
796.0,1.0,0.9127711630306057
797.0,1.0,0.801082301604904
798.0,1.0,0.5459361207706206
799.0,1.0,0.8008592677687862
800.0,0.0,0.6138009930972772
801.0,1.0,0.44472035233726154
802.0,1.0,0.6830443746931454
803.0,0.0,0.43409952726304724
804.0,0.0,0.009534076089039441
805.0,1.0,0.7416802609209774
806.0,1.0,0.5112633737201705
807.0,1.0,0.5350419265920238
808.0,1.0,0.8457870067012224
809.0,1.0,0.8944628654416463
810.0,1.0,0.889282298111152
811.0,1.0,0.9757486236649184
812.0,1.0,0.6696784940417647
813.0,0.0,0.21413376495364544
814.0,0.0,0.338398170458258
815.0,0.0,0.02315984303223314
816.0,0.0,0.5382398805519261
817.0,1.0,0.7264805536372584
818.0,0.0,0.24164345479860488
819.0,1.0,0.7845401015449267
820.0,1.0,0.9402614432355538
821.0,1.0,0.6300613834996841
822.0,1.0,0.7982151283648139
823.0,1.0,0.788086562240753
824.0,0.0,0.4529473757734336
825.0,0.0,0.48691588818805537
826.0,0.0,0.14951007524907614
